VARIABLES= "X", "Y", "Z", "CP"
ZONE F=POINT, I= 129 J=  21
  0.181544E+02  0.465143E+00  0.137994E+01  0.280671E+00
  0.181203E+02  0.460904E+00  0.137960E+01  0.245558E+00
  0.180793E+02  0.455728E+00  0.137920E+01  0.221610E+00
  0.180304E+02  0.449708E+00  0.137879E+01  0.199006E+00
  0.179730E+02  0.443262E+00  0.137950E+01  0.182536E+00
  0.179067E+02  0.436757E+00  0.138094E+01  0.174925E+00
  0.178309E+02  0.430003E+00  0.138279E+01  0.174478E+00
  0.177455E+02  0.422504E+00  0.138492E+01  0.177718E+00
  0.176504E+02  0.413972E+00  0.138728E+01  0.183050E+00
  0.175457E+02  0.403979E+00  0.138978E+01  0.189110E+00
  0.174315E+02  0.391786E+00  0.139228E+01  0.193331E+00
  0.173082E+02  0.376592E+00  0.139466E+01  0.193258E+00
  0.171763E+02  0.357677E+00  0.139686E+01  0.187217E+00
  0.170364E+02  0.334407E+00  0.139886E+01  0.173386E+00
  0.168890E+02  0.306177E+00  0.140069E+01  0.150097E+00
  0.167349E+02  0.273002E+00  0.140243E+01  0.116618E+00
  0.165749E+02  0.234999E+00  0.140417E+01  0.723455E-01
  0.164098E+02  0.192832E+00  0.140602E+01  0.168174E-01
  0.162406E+02  0.147444E+00  0.140815E+01 -0.492841E-01
  0.160682E+02  0.100217E+00  0.141070E+01 -0.121826E+00
  0.158932E+02  0.526514E-01  0.141312E+01 -0.191763E+00
  0.157166E+02  0.623660E-02  0.141547E+01 -0.253071E+00
  0.155392E+02 -0.374820E-01  0.141779E+01 -0.303774E+00
  0.153619E+02 -0.772030E-01  0.142009E+01 -0.340671E+00
  0.151855E+02 -0.111938E+00  0.142233E+01 -0.361186E+00
  0.150108E+02 -0.141107E+00  0.142443E+01 -0.364863E+00
  0.148385E+02 -0.164548E+00  0.142634E+01 -0.353106E+00
  0.146693E+02 -0.182314E+00  0.142801E+01 -0.328208E+00
  0.145040E+02 -0.194854E+00  0.142942E+01 -0.293571E+00
  0.143430E+02 -0.202802E+00  0.143053E+01 -0.253950E+00
