VARIABLES= "X", "Y", "Z", "CP"
ZONE F=POINT, I= 129 J=  21
  0.181640E+02  0.221746E+00  0.132401E+01  0.122608E+00
  0.181294E+02  0.226330E+00  0.132652E+01  0.175025E+00
  0.180878E+02  0.232015E+00  0.132953E+01  0.218213E+00
  0.180383E+02  0.238475E+00  0.133295E+01  0.259449E+00
  0.179803E+02  0.244823E+00  0.133735E+01  0.289079E+00
  0.179133E+02  0.249919E+00  0.134236E+01  0.304349E+00
  0.178369E+02  0.253442E+00  0.134749E+01  0.309099E+00
  0.177510E+02  0.255444E+00  0.135274E+01  0.308435E+00
  0.176553E+02  0.255350E+00  0.135801E+01  0.302932E+00
  0.175501E+02  0.252590E+00  0.136320E+01  0.291240E+00
  0.174353E+02  0.246921E+00  0.136827E+01  0.273327E+00
  0.173114E+02  0.238286E+00  0.137323E+01  0.250052E+00
  0.171788E+02  0.226716E+00  0.137808E+01  0.222030E+00
  0.170380E+02  0.212301E+00  0.138284E+01  0.189296E+00
  0.168897E+02  0.195283E+00  0.138751E+01  0.152208E+00
  0.167345E+02  0.176087E+00  0.139214E+01  0.111584E+00
  0.165733E+02  0.155145E+00  0.139673E+01  0.683170E-01
  0.164068E+02  0.132909E+00  0.140128E+01  0.222647E-01
  0.162361E+02  0.109660E+00  0.140577E+01 -0.267825E-01
  0.160620E+02  0.859269E-01  0.141012E+01 -0.744134E-01
  0.158852E+02  0.619077E-01  0.141378E+01 -0.111105E+00
  0.157069E+02  0.379233E-01  0.141705E+01 -0.138091E+00
  0.155279E+02  0.142293E-01  0.141995E+01 -0.163518E+00
  0.153491E+02 -0.903511E-02  0.142248E+01 -0.188794E+00
  0.151714E+02 -0.316151E-01  0.142465E+01 -0.213462E+00
  0.149956E+02 -0.533451E-01  0.142649E+01 -0.237253E+00
  0.148225E+02 -0.740582E-01  0.142802E+01 -0.260623E+00
  0.146528E+02 -0.936031E-01  0.142925E+01 -0.283964E+00
  0.144872E+02 -0.111783E+00  0.143021E+01 -0.306655E+00
  0.143262E+02 -0.128377E+00  0.143091E+01 -0.328942E+00
  0.141703E+02 -0.143384E+00  0.143138E+01 -0.352912E+00
  0.140200E+02 -0.156629E+00  0.143164E+01 -0.381503E+00
  0.138755E+02 -0.168060E+00  0.143166E+01 -0.415461E+00
  0.137364E+02 -0.177784E+00  0.142999E+01 -0.417839E+00
  0.136035E+02 -0.185790E+00  0.142816E+01 -0.393765E+00
  0.134770E+02 -0.191974E+00  0.142622E+01 -0.380277E+00
  0.133568E+02 -0.196489E+00  0.142420E+01 -0.371226E+00
  0.132430E+02 -0.199404E+00  0.142213E+01 -0.362812E+00
  0.131354E+02 -0.200823E+00  0.142005E+01 -0.353240E+00
  0.130339E+02 -0.200879E+00  0.141797E+01 -0.342770E+00
  0.129383E+02 -0.199725E+00  0.141592E+01 -0.332197E+00
  0.128484E+02 -0.197480E+00  0.141392E+01 -0.322478E+00
  0.127638E+02 -0.194243E+00  0.141197E+01 -0.316017E+00
  0.126841E+02 -0.190124E+00  0.140989E+01 -0.299903E+00
  0.126080E+02 -0.185130E+00  0.140774E+01 -0.269257E+00
