VARIABLES= "X", "Y", "Z", "CP"
ZONE F=POINT, I= 129 J=  21
  0.181636E+02  0.238908E+00  0.132792E+01  0.165482E+00
  0.181291E+02  0.242818E+00  0.133022E+01  0.208995E+00
  0.180874E+02  0.247719E+00  0.133299E+01  0.247741E+00
  0.180379E+02  0.253204E+00  0.133613E+01  0.285547E+00
  0.179800E+02  0.258222E+00  0.134018E+01  0.311885E+00
  0.179130E+02  0.261461E+00  0.134473E+01  0.323176E+00
  0.178367E+02  0.262591E+00  0.134930E+01  0.323205E+00
  0.177508E+02  0.261741E+00  0.135394E+01  0.317373E+00
  0.176552E+02  0.258360E+00  0.135856E+01  0.306323E+00
  0.175500E+02  0.251924E+00  0.136309E+01  0.288669E+00
  0.174353E+02  0.242353E+00  0.136753E+01  0.264786E+00
  0.173115E+02  0.229710E+00  0.137193E+01  0.235714E+00
  0.171789E+02  0.214192E+00  0.137631E+01  0.202312E+00
  0.170382E+02  0.196178E+00  0.138073E+01  0.165418E+00
  0.168899E+02  0.176059E+00  0.138522E+01  0.126154E+00
  0.167348E+02  0.154483E+00  0.138983E+01  0.860760E-01
  0.165736E+02  0.131840E+00  0.139455E+01  0.456320E-01
  0.164072E+02  0.108550E+00  0.139933E+01  0.482294E-02
  0.162366E+02  0.850822E-01  0.140413E+01 -0.360235E-01
  0.160626E+02  0.615999E-01  0.140880E+01 -0.739918E-01
  0.158859E+02  0.382269E-01  0.141262E+01 -0.101057E+00
  0.157076E+02  0.151665E-01  0.141606E+01 -0.119002E+00
  0.155287E+02 -0.742964E-02  0.141912E+01 -0.136335E+00
  0.153500E+02 -0.295802E-01  0.142180E+01 -0.155125E+00
  0.151723E+02 -0.511315E-01  0.142411E+01 -0.175099E+00
  0.149966E+02 -0.718913E-01  0.142607E+01 -0.195851E+00
  0.148236E+02 -0.917858E-01  0.142771E+01 -0.217702E+00
  0.146540E+02 -0.110535E+00  0.142903E+01 -0.239927E+00
  0.144884E+02 -0.127936E+00  0.143007E+01 -0.261449E+00
  0.143275E+02 -0.143742E+00  0.143085E+01 -0.282506E+00
  0.141717E+02 -0.157893E+00  0.143138E+01 -0.303527E+00
  0.140214E+02 -0.170101E+00  0.143169E+01 -0.324948E+00
  0.138769E+02 -0.180347E+00  0.143176E+01 -0.348155E+00
  0.137378E+02 -0.188705E+00  0.143008E+01 -0.346889E+00
  0.136048E+02 -0.195157E+00  0.142824E+01 -0.322600E+00
  0.134782E+02 -0.199653E+00  0.142628E+01 -0.301924E+00
  0.133580E+02 -0.202335E+00  0.142424E+01 -0.282794E+00
  0.132441E+02 -0.203438E+00  0.142217E+01 -0.264540E+00
  0.131365E+02 -0.203083E+00  0.142008E+01 -0.245526E+00
  0.130350E+02 -0.201404E+00  0.141799E+01 -0.225370E+00
  0.129393E+02 -0.198659E+00  0.141594E+01 -0.205735E+00
  0.128493E+02 -0.195002E+00  0.141394E+01 -0.186982E+00
  0.127647E+02 -0.190531E+00  0.141199E+01 -0.170631E+00
  0.126850E+02 -0.185404E+00  0.140992E+01 -0.150406E+00
  0.126088E+02 -0.179671E+00  0.140779E+01 -0.122722E+00
  0.125360E+02 -0.173331E+00  0.140573E+01 -0.946382E-01
  0.124666E+02 -0.166399E+00  0.140373E+01 -0.679416E-01
  0.124006E+02 -0.158885E+00  0.140182E+01 -0.414488E-01
  0.123381E+02 -0.150802E+00  0.140000E+01 -0.137884E-01
  0.122792E+02 -0.142164E+00  0.139827E+01  0.144181E-01
  0.122238E+02 -0.133056E+00  0.139664E+01  0.420640E-01
  0.121721E+02 -0.123407E+00  0.139513E+01  0.636739E-01
  0.121240E+02 -0.113230E+00  0.139373E+01  0.848627E-01
  0.120797E+02 -0.102277E+00  0.139247E+01  0.115864E+00
  0.120390E+02 -0.902668E-01  0.139134E+01  0.161292E+00
  0.120022E+02 -0.769156E-01  0.139036E+01  0.230850E+00
  0.119691E+02 -0.620784E-01  0.138954E+01  0.326778E+00
  0.119398E+02 -0.458790E-01  0.138887E+01  0.444317E+00
  0.119143E+02 -0.284735E-01  0.138836E+01  0.578245E+00
  0.118927E+02 -0.100182E-01  0.138798E+01  0.723363E+00
  0.118750E+02  0.933047E-02  0.138776E+01  0.870912E+00
  0.118611E+02  0.294158E-01  0.138766E+01  0.100316E+01
  0.118511E+02  0.500807E-01  0.138770E+01  0.109594E+01
  0.118449E+02  0.711674E-01  0.138786E+01  0.112622E+01
  0.118427E+02  0.925563E-01  0.138813E+01  0.108068E+01
  0.118444E+02  0.114000E+00  0.138849E+01  0.961408E+00
  0.118499E+02  0.135340E+00  0.138892E+01  0.784260E+00
